,species,dband,location,hab,abundance,m,COEF,abu.corr,species.fb,lwa_m,lwa_sd,lwb_m,lwb_sd,maxTL,maxDepth,length,biomass
466,Chromis enchrysura,110,St. Eustatius,deep,3,m,1.300675371,3.902026113,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,23.86115836
467,Chromis enchrysura,120,Bonaire,deep,22,m,1.127104229,24.79629304,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,151.6310393
468,Chromis enchrysura,120,Curacao,deep,4,m,1.127104229,4.508416916,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,27.56927987
469,Chromis enchrysura,120,St. Eustatius,deep,1,m,3.838426787,3.838426787,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,23.4722441
470,Chromis enchrysura,130,Bonaire,deep,18,m,1.303308391,23.45955104,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,143.4567699
471,Chromis enchrysura,130,Curacao,deep,3,m,1.303308391,3.909925173,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,23.90946165
472,Chromis enchrysura,130,Roatan,shallow,1,m,2.542857143,2.542857143,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,15.54974652
473,Chromis enchrysura,130,St. Eustatius,deep,3,m,3.42437174,10.27311522,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,62.82080693
474,Chromis enchrysura,140,Bonaire,deep,6,m,1.365335946,8.192015676,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,50.09473992
475,Chromis enchrysura,140,Curacao,deep,1,m,1.365335946,1.365335946,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,8.349123321
476,Chromis enchrysura,140,Roatan,shallow,4,m,1.893617021,7.574468084,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,46.31839388
477,Chromis enchrysura,140,St. Eustatius,deep,1,m,5.143874644,5.143874644,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,31.45514763
478,Chromis enchrysura,150,Bonaire,deep,1,m,1.188927353,1.188927353,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,7.270372628
479,Chromis enchrysura,150,Roatan,shallow,3,m,2.022727273,6.068181819,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,37.10734965
480,Chromis enchrysura,150,St. Eustatius,deep,4,m,3.366899767,13.46759907,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,82.35529562
481,Chromis enchrysura,160,Roatan,shallow,1,m,1.618181818,1.618181818,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,9.895293238
482,Chromis enchrysura,160,St. Eustatius,deep,3,m,4.342754059,13.02826218,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,79.66872028
483,Chromis enchrysura,170,St. Eustatius,deep,6,m,3.76734481,22.60406886,Chromis enchrysura,0.01479,0.009153061,2.99,0.091836735,10,146,7.5,138.2254375
484,Chromis insolata,10,Roatan,shallow,186,m,2.225,413.85,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,10317.22874
485,Chromis insolata,20,Roatan,shallow,469,m,1.934782609,907.4130436,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,22621.69369
486,Chromis insolata,30,Roatan,shallow,389,m,1.034883721,402.5697675,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,10036.01395
487,Chromis insolata,40,Bonaire,deep,6,m,1.139215137,6.835290822,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,170.4029453
488,Chromis insolata,40,Curacao,deep,4,m,1.139215137,4.556860548,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,113.6019635
489,Chromis insolata,40,Roatan,shallow,680,m,1.1125,756.5,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,18859.45038
490,Chromis insolata,40,St. Eustatius,deep,3,m,10.87650602,32.62951806,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,813.4498042
491,Chromis insolata,50,Bonaire,deep,33,m,0.999995899,32.99986467,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,822.6824988
492,Chromis insolata,50,Curacao,deep,37,m,0.999995899,36.99984826,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,922.4015896
493,Chromis insolata,50,Roatan,shallow,521,m,1.390625,724.515625,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,18062.08391
494,Chromis insolata,50,St. Eustatius,deep,1,m,15.20421053,15.20421053,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,379.0390669
495,Chromis insolata,60,Bonaire,deep,1,m,2.016114097,2.016114097,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,50.26147228
496,Chromis insolata,60,Curacao,deep,58,m,2.016114097,116.9346176,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,2915.165392
497,Chromis insolata,60,Roatan,shallow,365,m,1.893617021,691.1702127,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,17230.78696
498,Chromis insolata,60,St. Eustatius,deep,21,m,6.826086957,143.3478261,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,3573.643376
499,Chromis insolata,70,Bonaire,deep,6,m,2.085070543,12.51042326,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,311.8832871
500,Chromis insolata,70,Curacao,deep,47,m,2.085070543,97.99831552,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,2443.085749
501,Chromis insolata,70,Roatan,shallow,301,m,2.656716418,799.6716418,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,19935.71401
502,Chromis insolata,70,St. Eustatius,deep,121,m,5.971062422,722.4985531,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,18011.79856
503,Chromis insolata,80,Bonaire,deep,3,m,1.181725224,3.545175672,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,88.3807861
504,Chromis insolata,80,Curacao,deep,45,m,1.181725224,53.17763508,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,1325.711792
505,Chromis insolata,80,Roatan,shallow,121,m,2.472222222,299.1388889,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,7457.495086
506,Chromis insolata,80,St. Eustatius,deep,167,m,3.768327681,629.3107227,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,15688.63761
507,Chromis insolata,90,Bonaire,deep,1,m,1.187769118,1.187769118,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,29.61093556
508,Chromis insolata,90,Curacao,deep,9,m,1.187769118,10.68992206,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,266.49842
509,Chromis insolata,90,Roatan,shallow,97,m,2.966666667,287.7666667,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,7173.987009
510,Chromis insolata,90,St. Eustatius,deep,52,m,1,52,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,1296.353496
511,Chromis insolata,100,Curacao,deep,12,m,1.379236425,16.5508371,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,412.6102989
512,Chromis insolata,100,Roatan,shallow,3,m,1.483333333,4.449999999,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,110.9379434
513,Chromis insolata,100,St. Eustatius,deep,14,m,1.546301253,21.64821754,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,539.6873557
514,Chromis insolata,110,Curacao,deep,1,m,1.161185714,1.161185714,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,28.94821462
515,Chromis insolata,110,St. Eustatius,deep,7,m,1.300675371,9.104727597,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,226.9797202
516,Chromis insolata,120,Roatan,shallow,2,m,2.170731707,4.341463414,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,108.2321399
517,Chromis insolata,120,St. Eustatius,deep,1,m,3.838426787,3.838426787,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,95.69149972
518,Chromis insolata,130,Bonaire,deep,1,m,1.303308391,1.303308391,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,32.49131518
519,Chromis insolata,130,St. Eustatius,deep,1,m,3.42437174,3.42437174,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,85.36915919
520,Chromis insolata,140,Roatan,shallow,2,m,1.893617021,3.787234042,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,94.41527099
521,Chromis insolata,150,Roatan,shallow,1,m,2.022727273,2.022727273,Chromis insolata,0.01479,0.009153061,2.99,0.091836735,16,100,12,50.42633793
522,Chromis multilineata,10,Roatan,shallow,128,m,2.225,284.8,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,13836.33357
523,Chromis multilineata,40,Curacao,deep,26,m,1.139215137,29.61959356,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,1438.997812
524,Chromis multilineata,40,St. Eustatius,deep,13,m,10.87650602,141.3945783,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,6869.32075
525,Chromis multilineata,50,Curacao,deep,22,m,0.999995899,21.99990978,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,1068.813519
526,Chromis multilineata,60,Bonaire,deep,4,m,2.016114097,8.064456388,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,391.7925163
527,Chromis multilineata,60,Curacao,deep,1,m,2.016114097,2.016114097,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,97.94812907
528,Chromis multilineata,70,Bonaire,deep,10,m,2.085070543,20.85070543,Chromis multilineata,0.01479,0.009153061,2.99,0.091836735,20,60,15,1012.982147
529,Chromis scotti,40,Curacao,deep,1,m,1.139215137,1.139215137,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,8.352938987
530,Chromis scotti,50,Bonaire,deep,1,m,0.999995899,0.999995899,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,7.332157431
531,Chromis scotti,50,Curacao,deep,1,m,0.999995899,0.999995899,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,7.332157431
532,Chromis scotti,50,Roatan,shallow,7,m,1.390625,9.734375,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,71.3742627
533,Chromis scotti,60,Curacao,deep,4,m,2.016114097,8.064456388,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,59.13010632
534,Chromis scotti,60,Roatan,shallow,7,m,1.893617021,13.25531915,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,97.19048536
535,Chromis scotti,60,St. Eustatius,deep,1,m,6.826086957,6.826086957,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,50.05014946
536,Chromis scotti,70,Curacao,deep,38,m,2.085070543,79.23268063,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,580.9488705
537,Chromis scotti,70,Roatan,shallow,28,m,2.656716418,74.3880597,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,545.4272015
538,Chromis scotti,70,St. Eustatius,deep,2,m,5.971062422,11.94212484,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,87.5618985
539,Chromis scotti,80,Curacao,deep,24,m,1.181725224,28.36140538,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,207.951142
540,Chromis scotti,80,Roatan,shallow,6,m,2.472222222,14.83333333,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,108.7607812
541,Chromis scotti,80,St. Eustatius,deep,14,m,3.768327681,52.75658753,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,386.8211917
542,Chromis scotti,90,Curacao,deep,6,m,1.187769118,7.126614708,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,52.25367528
543,Chromis scotti,90,Roatan,shallow,21,m,2.966666667,62.30000001,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,456.7952813
544,Chromis scotti,100,Curacao,deep,10,m,1.379236425,13.79236425,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,101.1282007
545,Chromis scotti,100,Roatan,shallow,2,m,1.483333333,2.966666666,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,21.75215625
546,Chromis scotti,100,St. Eustatius,deep,11,m,1.546301253,17.00931378,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,124.7154779
547,Chromis scotti,110,Curacao,deep,1,m,1.161185714,1.161185714,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,8.514031377
548,Chromis scotti,110,Roatan,shallow,2,m,1.934782609,3.869565218,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,28.37237772
549,Chromis scotti,110,St. Eustatius,deep,12,m,1.300675371,15.60810445,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,114.4415484
550,Chromis scotti,120,Roatan,shallow,1,m,2.170731707,2.170731707,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,15.91621189
551,Chromis scotti,120,St. Eustatius,deep,5,m,3.838426787,19.19213394,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,140.7203245
552,Chromis scotti,130,Roatan,shallow,1,m,2.542857143,2.542857143,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,18.64470536
553,Chromis scotti,130,St. Eustatius,deep,6,m,3.42437174,20.54623044,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,150.648814
554,Chromis scotti,150,St. Eustatius,deep,1,m,3.366899767,3.366899767,Chromis scotti,0.01738,0.010755102,3,0.086734694,10,116,7.5,24.68674039
555,Clepticus parrae,10,Roatan,shallow,1385,m,2.225,3081.625,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,413383.2334
556,Clepticus parrae,20,Roatan,shallow,514,m,1.934782609,994.478261,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,133403.8499
557,Clepticus parrae,30,Roatan,shallow,269,m,1.034883721,278.3837209,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,37343.66209
558,Clepticus parrae,40,Curacao,deep,77,m,1.139215137,87.71956555,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,11767.10263
559,Clepticus parrae,40,Roatan,shallow,24,m,1.1125,26.7,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,3581.659784
560,Clepticus parrae,40,St. Eustatius,deep,94,m,10.87650602,1022.391566,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,137148.268
561,Clepticus parrae,50,Bonaire,deep,11,m,0.999995899,10.99995489,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,1475.584122
562,Clepticus parrae,50,Curacao,deep,2,m,0.999995899,1.999991798,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,268.2880221
563,Clepticus parrae,50,Roatan,shallow,13,m,1.390625,18.078125,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,2425.082145
564,Clepticus parrae,60,Bonaire,deep,2,m,2.016114097,4.032228194,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,540.9014817
565,Clepticus parrae,60,Curacao,deep,125,m,2.016114097,252.0142621,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,33806.3426
566,Clepticus parrae,60,Roatan,shallow,249,m,1.893617021,471.5106382,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,63250.58766
567,Clepticus parrae,70,Curacao,deep,76,m,2.085070543,158.4653613,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,21257.26635
568,Clepticus parrae,70,Roatan,shallow,259,m,2.656716418,688.0895523,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,92303.47104
569,Clepticus parrae,80,Curacao,deep,3,m,1.181725224,3.545175672,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,475.5660348
570,Clepticus parrae,80,Roatan,shallow,101,m,2.472222222,249.6944444,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,33495.15168
571,Clepticus parrae,90,Bonaire,deep,1,m,1.187769118,1.187769118,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,159.3327671
572,Clepticus parrae,90,Curacao,deep,4,m,1.187769118,4.751076472,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,637.3310685
573,Clepticus parrae,90,Roatan,shallow,55,m,2.966666667,163.1666667,Clepticus parrae,0.00977,0.005607143,3.06,0.086734694,30,100,22.5,21887.9209
574,Corniger spinosus,110,Bonaire,deep,3,m,1.161185714,3.483557142,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,220.6735582
575,Corniger spinosus,120,Bonaire,deep,5,m,1.127104229,5.635521145,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,356.9944321
576,Corniger spinosus,120,Roatan,shallow,1,m,2.170731707,2.170731707,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,137.5097552
577,Corniger spinosus,130,Bonaire,deep,3,m,1.303308391,3.909925173,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,247.6827751
578,Corniger spinosus,130,Curacao,deep,1,m,1.303308391,1.303308391,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,82.56092505
579,Corniger spinosus,140,Bonaire,deep,1,m,1.365335946,1.365335946,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,86.4901964
580,Corniger spinosus,140,Curacao,deep,1,m,1.365335946,1.365335946,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,86.4901964
581,Corniger spinosus,150,Bonaire,deep,9,m,1.188927353,10.70034618,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,677.8368687
582,Corniger spinosus,150,Curacao,deep,2,m,1.188927353,2.377854706,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,150.6304153
583,Corniger spinosus,160,Bonaire,deep,1,m,1.212877394,1.212877394,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,76.83237545
584,Corniger spinosus,160,Curacao,deep,2,m,1.212877394,2.425754788,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,153.6647509
585,Corniger spinosus,160,Roatan,shallow,2,m,1.618181818,3.236363636,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,205.0145441
586,Corniger spinosus,160,St. Eustatius,deep,1,m,4.342754059,4.342754059,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,275.1012691
587,Corniger spinosus,170,Curacao,deep,1,m,1.172632844,1.172632844,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,74.28299627
588,Corniger spinosus,180,Curacao,deep,1,m,1.724533239,1.724533239,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,109.2443358
589,Corniger spinosus,230,Curacao,deep,1,m,1.644295347,1.644295347,Corniger spinosus,0.01778,0.014443878,3.02,0.117346939,20,275,15,104.1614907
590,Coryphopterus curasub,70,Curacao,deep,3,m,2.085070543,6.255211629,Coryphopterus glaucofraenum,0.00708,0.002346939,3.04,0.071428571,8,45,6,10.27673284
591,Coryphopterus curasub,80,Bonaire,deep,4,m,1.181725224,4.726900896,Coryphopterus glaucofraenum,0.00708,0.002346939,3.04,0.071428571,8,45,6,7.76585998
592,Coryphopterus curasub,80,Curacao,deep,2,m,1.181725224,2.363450448,Coryphopterus glaucofraenum,0.00708,0.002346939,3.04,0.071428571,8,45,6,3.88292999
593,Coryphopterus personatus,10,Roatan,shallow,40,m,2.225,89,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,23.12224309
594,Coryphopterus personatus,20,Roatan,shallow,72,m,1.934782609,139.3043478,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,36.19133701
595,Coryphopterus personatus,30,Roatan,shallow,289,m,1.034883721,299.0813954,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,77.70149131
596,Coryphopterus personatus,40,Roatan,shallow,720,m,1.1125,801,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,208.1001878
597,Coryphopterus personatus,50,Roatan,shallow,150,m,1.390625,208.59375,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,54.19275724
598,Coryphopterus personatus,60,Roatan,shallow,287,m,1.893617021,543.468085,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,141.1932716
599,Coryphopterus personatus,70,Roatan,shallow,110,m,2.656716418,292.238806,Coryphopterus personatus,0.00891,0.005071429,3.07,0.091836735,4,46,3,75.92378327
600,Decapterus sp.,80,Roatan,shallow,20,m,2.472222222,49.44444444,Decapterus macarellus,0.0138,0.004372449,2.99,0.071428571,46,400,34.5,27044.2961
601,Decodon puellaris,120,St. Eustatius,deep,2,m,3.838426787,7.676853574,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1029.808154
602,Decodon puellaris,160,Curacao,deep,3,m,1.212877394,3.638632182,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,488.1027174
603,Decodon puellaris,170,St. Eustatius,deep,2,m,3.76734481,7.53468962,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1010.737633
604,Decodon puellaris,180,Curacao,deep,2,m,1.724533239,3.449066478,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,462.6735092
605,Decodon puellaris,180,St. Eustatius,deep,2,m,4.174566474,8.349132948,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1119.990776
606,Decodon puellaris,200,Curacao,deep,1,m,1.203301258,1.203301258,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,161.4163192
607,Decodon puellaris,200,St. Eustatius,deep,1,m,3.862032086,3.862032086,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,518.0705995
608,Decodon puellaris,220,St. Eustatius,deep,3,m,5.980952381,17.94285714,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,2406.936698
609,Decodon puellaris,230,Curacao,deep,1,m,1.644295347,1.644295347,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,220.5732778
610,Decodon puellaris,230,St. Eustatius,deep,4,m,2.26572549,9.06290196,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1215.739006
611,Decodon shallow,80,Bonaire,deep,2,m,1.181725224,2.363450448,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,317.0440232
612,Decodon shallow,90,Bonaire,deep,9,m,1.187769118,10.68992206,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1433.994904
613,Decodon shallow,90,Curacao,deep,1,m,1.187769118,1.187769118,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,159.3327671
614,Decodon shallow,90,St. Eustatius,deep,1,m,1,1,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,134.1445612
615,Decodon shallow,100,Curacao,deep,1,m,1.379236425,1.379236425,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,185.017065
616,Decodon shallow,100,St. Eustatius,deep,8,m,1.546301253,12.37041002,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1659.423224
617,Decodon shallow,110,Bonaire,deep,2,m,1.161185714,2.322371428,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,311.5334961
618,Decodon shallow,110,St. Eustatius,deep,6,m,1.300675371,7.804052226,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1046.871161
619,Decodon shallow,120,Bonaire,deep,5,m,1.127104229,5.635521145,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,755.974511
620,Decodon shallow,120,Curacao,deep,2,m,1.127104229,2.254208458,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,302.3898044
621,Decodon shallow,120,St. Eustatius,deep,1,m,3.838426787,3.838426787,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,514.904077
622,Decodon shallow,130,Bonaire,deep,2,m,1.303308391,2.606616782,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,349.6634644
623,Decodon shallow,130,Curacao,deep,2,m,1.303308391,2.606616782,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,349.6634644
624,Decodon shallow,130,St. Eustatius,deep,5,m,3.42437174,17.1218587,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,2296.804222
625,Decodon shallow,140,Bonaire,deep,8,m,1.365335946,10.92268757,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1465.219131
626,Decodon shallow,140,St. Eustatius,deep,2,m,5.143874644,10.28774929,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1380.045614
627,Decodon shallow,150,Bonaire,deep,2,m,1.188927353,2.377854706,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,318.9762761
628,Decodon shallow,150,Curacao,deep,1,m,1.188927353,1.188927353,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,159.488138
629,Decodon shallow,150,St. Eustatius,deep,4,m,3.366899767,13.46759907,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,1806.605167
630,Decodon shallow,160,Bonaire,deep,1,m,1.212877394,1.212877394,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,162.7009058
631,Decodon shallow,180,Curacao,deep,1,m,1.724533239,1.724533239,Decodon puellaris,0.00977,0.005607143,3.06,0.086734694,30,275,22.5,231.3367546
632,Derilissus lombardii,100,St. Eustatius,deep,3,m,1.546301253,4.638903759,Derilissus lombardii,0.01122,0.00677551,3.04,0.086734694,1.09,NA,0.8175,0.028207917
633,Derilissus lombardii,110,St. Eustatius,deep,4,m,1.300675371,5.202701484,Derilissus lombardii,0.01122,0.00677551,3.04,0.086734694,1.09,NA,0.8175,0.031636218
634,Derilissus lombardii,120,St. Eustatius,deep,5,m,3.838426787,19.19213394,Derilissus lombardii,0.01122,0.00677551,3.04,0.086734694,1.09,NA,0.8175,0.116702166
635,Derilissus lombardii,150,St. Eustatius,deep,1,m,3.366899767,3.366899767,Derilissus lombardii,0.01122,0.00677551,3.04,0.086734694,1.09,NA,0.8175,0.020473205
636,Derilissus lombardii,170,St. Eustatius,deep,1,m,3.76734481,3.76734481,Derilissus lombardii,0.01122,0.00677551,3.04,0.086734694,1.09,NA,0.8175,0.022908203
637,Elacatinus chancei,80,Roatan,shallow,1,m,2.472222222,2.472222222,Elacatinus chancei,0.00891,0.005071429,3.07,0.091836735,5,30,3.75,1.274210565
